Video,Type,Vid_num,Global,Action,Interaction
P02,noint,300,There are a cutting board and a knife on the kitchen table.,I cut the end of the onion with a knife.,<none>
P02,noint,301,There are a cutting board and a knife on the kitchen table.,I am peeling the onion.,<none>
P02,noint,302,The onions are on the cutting board.,I am chopping onions.,<none>
P02,noint,303,There are a variety of ingredients in the kitchen cabinet.,I am taking a barrel out of the kitchen cabinet.,<none>
P02,noint,304,There are several barrels in the kitchen cabinet.,I put the onion in and out of the glass half.,<none>
P02,noint,305,There are various food ingredients in the refrigerator.,I am taking a plastic container out of the refrigerator.,<none>
P02,noint,306,There are vegetables on the cutting board.,I am taking out the chopped pumpkin with the lid off.,<none>
P02,noint,307,There are vegetables on the cutting board.,I am cutting the onions in half.,<none>
P02,noint,308,The bowl on the kitchen table contains onions.,I am peeling off the onion and putting it in a bin.,<none>
P02,noint,309,There are many food ingredients in the refrigerator.,I am putting the barrel in the refrigerator.,<none>
P02,noint,310,There are vegetables in the plastic container.,I am putting a pumpkin in a bucket that I took out of the refrigerator.,<none>
P02,noint,311,Something is being baked in the oven.,I open the oven and look inside.,<none>
P02,noint,312,There are many different ingredients for food in the refrigerator.,I open the refrigerator door and look.,<none>
P02,noint,313,Cookies are being baked in the oven.,I open the oven and touch the baked cookies and put them back in.,<none>
P02,noint,314,There are chopped vegetables on the kitchen board.,I am trimming the onions.,<none>
P02,noint,315,There is nothing on the gas stove.,I take the pot out of the cabinet and put it on the stove.,<none>
P02,noint,316,There is a pot on the gas stove.,I am pouring water into the pot.,<none>
P02,noint,317,There are cookies in the oven.,I am opening the oven and making sure the cookies are cooked.,<none>
P02,noint,318,There are tableware around the stove in the kitchen.,I am looking for something.,<none>
P02,noint,319,There are baked cookies on the iron plate of the oven.,I am opening the oven and taking out the cookies.,<none>
P02,noint,320,There are baked cookies on the iron plate of the oven.,I am cutting cookies with a fork.,<none>
P02,noint,321,There are cookies on the iron plate on the kitchen table.,I am moving an iron plate with cookies on it.,<none>
P02,noint,322,The kitchen table is lined with baking sheets.,I am taking out cookies baked in the oven.,<none>
P02,noint,323,There are cookies on the paper on the iron plate of the oven.,I am removing cookies and paper from the iron plate of the oven.,<none>
P02,noint,324,There are many things on the kitchen table.,I put the iron plate on the stove.,<none>
P02,noint,325,The cookies are on the plate.,I am moving the cookie sheet.,<none>
P02,noint,326,There is paper on the kitchen table.,I am putting paper on the metal sheet of the oven.,<none>
P02,noint,327,There is a little cookie dough left in the barrel.,I am putting the cookie dough on the steel plate.,<none>
P02,noint,328,Water is coming out of the sink faucet.,I am washing my hands by turning on the water.,<none>
P02,noint,329,There is a little cookie dough left in the barrel.,I am squeezing the cookie dough into my hands and placing it on an oven iron plate.,<none>
P02,noint,330,Water is coming out of the sink faucet.,I am washing my hands by turning on the water.,<none>
P02,noint,331,There are cookie doughs on top of the baking sheet.,I am putting a cookie sheet in the oven.,<none>
P02,noint,332,The water in the pot is boiling.,I am putting the vegetables on the cutting board in a pot.,<none>
P02,noint,333,There are paper and cookies on the steel plate.,I am taking the cookies out of the iron plate.,<none>
P02,noint,334,There are cookies on the kitchen table.,I am lifting the iron plate and putting it on the kitchen table.,<none>
P02,noint,335,There are cookies on the kitchen table.,I am taking the paper out of the metal plate with the cookies on it.,<none>
P02,noint,336,There is an iron plate on the kitchen table.,I am lifting up the iron plate and placing it on another steel plate.,<none>
P02,noint,337,There are cookies on the kitchen table.,I am looking for something.,<none>
P02,noint,338,A man is sitting in a chair and eating cookies.,I am watching a man eat cookies.,<none>
P02,noint,339,A man is sitting in a chair and eating cookies.,I am watching a man eat cookies.,<none>
P02,noint,340,A man is sitting in a chair in the room.,I am walking out of the room to the kitchen.,<none>
P02,noint,341,There is a pot on the gas stove.,I put my hand on the pan.,<none>
P02,noint,342,The refrigerator is full of food ingredients.,I am taking something out of the refrigerator.,<none>
P02,noint,343,A cutting board is placed on the kitchen table.,I am moving the cutting board slightly.,<none>
P02,noint,344,The kitchen cabinet is full.,I am taking the tea bag out of the cabinet and putting it in the coffee pot.,<none>
P02,noint,345,There are many things on the kitchen table.,I take out the cutting board and put it next to the gas stove.,<none>
P02,noint,346,There is meat on the kitchen table.,I am cutting the vinyl with a knife.,<none>
P02,noint,347,There is pork in the plate.,I am taking out the pork and putting it on a cutting board.,<none>
P02,noint,348,Pork is laid on the cutting board.,I am cutting the pork with a knife.,<none>
P02,noint,349,There is pork in the bowl.,I am removing the vinyl from the pork bowl.,<none>
P02,noint,350,There is a trash can next to the refrigerator.,I go to the wastebasket.,<none>
P02,noint,351,There is plastic in the kitchen drawer.,I am wrapping the pork in plastic.,<none>
P02,noint,352,There are many different food ingredients in the freezer.,I am putting pork in the freezer.,<none>
P02,noint,353,Water is coming out of the sink faucet.,I am washing my hands.,<none>
P02,noint,354,The pot is on the stove.,I am putting the mushrooms in the boiling water.,<none>
P02,noint,355,There is a barrel in the sink.,I touch the faucet.,<none>
P02,noint,356,The soup is boiling in the pot.,I am stirring the soup with a spoon.,<none>
P02,noint,357,There is an iron plate on the kitchen table.,I am putting iron plates in the kitchen cabinet.,<none>
P02,noint,358,Something is being baked in the oven.,I open and close the oven.,<none>
P02,noint,359,The refrigerator is full of food ingredients.,I am opening the refrigerator and taking out the marinade.,<none>
P02,noint,360,A pot is on the stove.,I am opening the lid of the marinade.,<none>
P02,noint,361,The soup is boiling in the pot.,I am putting the spices in the boiling water.,<none>
P02,noint,362,The soup is boiling in the pot.,I am using a spoon to stir the soup.,<none>
P02,noint,363,Spicy pots are laid on the kitchen table.,I am putting the lid on the marinade.,<none>
P02,noint,364,There are many food ingredients in the refrigerator.,I am putting the marinade cans in the refrigerator.,<none>
P02,noint,365,The soup is boiling in the pot.,I am stirring the soup with a spoon.,<none>
P02,noint,366,There are many food ingredients in the refrigerator.,I am looking for something in the refrigerator.,<none>
P02,noint,367,There is a glass jar with vegetables in front of me.,I am sorting vegetables into a bowl.,<none>
P02,noint,368,The cookies are being baked in the oven.,I open the oven and close the oven.,<none>
P02,noint,369,There is a glass jar with vegetables in front of me.,I am sorting vegetables into a bowl.,<none>
P02,noint,370,There are many food ingredients in the refrigerator.,I am putting a can of vegetables in the refrigerator.,<none>
P02,noint,371,There are vegetables in the plastic can.,I am opening the lid of the barrel.,<none>
P02,noint,372,The bowl contains vegetables.,I am cutting the peppers with a knife.,<none>
P02,noint,373,Water is coming out of the sink faucet.,I am washing my knife with water.,<none>
P02,noint,374,The soup is boiling in the pot.,I am spooning the soup.,<none>
P02,noint,375,The soup is boiling in the pot.,I am putting pork in the soup.,<none>
P02,noint,376,There are many buildings outside.,I walk into the living room and look out through the window.,<none>
P02,noint,377,There are food ingredients in the kitchen refrigerator.,I am going to the kitchen and putting something in the fridge.,<none>
P02,noint,378,The soup is boiling on the stove in the kitchen.,I stir the soup with a spoon and take the marinade out of the refrigerator.,<none>
P02,noint,379,The soup is boiling in the pot.,I am putting condiments in the soup.,<none>
P02,noint,380,The soup is boiling in the pot.,I am using a spoon to scoop out the seasoning into the soup.,<none>
P02,noint,381,The soup is boiling.,I am stirring the soup with a spoon.,<none>
P02,noint,382,There is a pot on the kitchen stove.,I open the refrigerator door.,<none>
